,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
9367,0.0,23,Brazil,SérieA,Fluminense,0,0,AttackingMidfield,500000.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3663,0.0,31,Bulgaria,PremierLiga,Ural,0,7,RightWinger,1500000.0,49.0,34.0,0.0,14.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3812,0.0,23,Brazil,LigaNOS,DesportivoAves,0,0,AttackingMidfield,250000.0,1.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8098,0.0,22,Mexico,LigaMXClausura,León,0,0,DefensiveMidfield,1000000.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12251,0.0,23,China,SuperLeague,BJSinoboGuoan,1,5,RightWinger,175000.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067,0.0,32,Nigeria,ABSAPremiership,ChippaUnited,0,8,Goalkeeper,700000.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10469,0.0,26,Cameroon,NationalLeague,AyeyawadyUtd.,0,0,DefensiveMidfield,100000.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,0.0,24,Georgia,Superligaen,RandersFC,1,3,LeftWinger,800000.0,38.0,24.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6362,0.0,22,SouthAfrica,ABSAPremiership,Bloemfontein,0,0,LeftWinger,250000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210,0.0,23,Mexico,LigaMXClausura,CFPachuca,1,5,AttackingMidfield,4500000.0,29.0,13.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
10978,0.0,26,Indonesia,Liga1,PersijaJakarta,0,0,DefensiveMidfield,150000.0,1.0,2.0,0.0,16.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7003,0.0,31,Venezuela,TorneoApertura,Mineros,0,2,AttackingMidfield,300000.0,3.0,0.0,0.0,1.0,0.0,0.0,16.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6055,0.0,22,Tunisia,LigueIPro,CSHammam0Lif,0,0,Defender,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,0.0,24,Algeria,LigueProfessionnelle1,MCOran,0,0,AttackingMidfield,350000.0,7.0,11.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9766,0.0,26,Iran,AzadeganLeague,Malavan,0,0,LeftWinger,75000.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9693,0.0,27,Iran,AzadeganLeague,Khooneh,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3295,0.0,21,Turkey,SüperLig,Galatasaray,0,3,DefensiveMidfield,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,0.0,26,Croatia,1.HNL,HajdukSplit,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
566,0.0,19,Poland,Bundesliga,VfBStuttgart,0,6,AttackingMidfield,350000.0,19.0,21.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
9445,1.0,33,Brazil,SérieA,SãoPaulo,2,27,AttackingMidfield,1500000.0,70.0,48.0,0.0,47.0,1.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,6.0,10.0,0.0,9.0,0.0
2787,1.0,36,Austria,Bundesliga,LASK,0,0,Goalkeeper,175000.0,0.0,0.0,1.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
12632,0.0,31,Japan,J1League,CerezoOsaka,1,8,AttackingMidfield,750000.0,36.0,50.0,0.0,35.0,1.0,0.0,16.0,13.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6985,0.0,23,Venezuela,TorneoApertura,Estudiantes,0,0,Goalkeeper,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,0.0,0.0,0.0,0.0,0.0
11857,0.0,33,"Korea,South",KLeague1,Ulsan,19,84,LeftWinger,900000.0,79.0,57.0,0.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
5404,0.0,22,Japan,J2League,Reno.Yamaguchi,0,0,SecondStriker,300000.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,0.0,29,Netherlands,Eredivisie,ADODenHaag,0,0,DefensiveMidfield,700000.0,8.0,22.0,2.0,37.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10246,0.0,24,Japan,J2League,Reno.Yamaguchi,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,0.0,23,Algeria,LigueProfessionnelle1,ASAïnM'lila,0,0,Defender,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8464,0.0,27,Argentina,LigaÁguilaI,Indep.Medellín,0,2,LeftWinger,300000.0,8.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6653,0.0,29,Tunisia,LigueIPro,CABizertin,0,0,LeftMidfield,500000.0,9.0,8.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10462,0.0,18,Fiji,PremierLeague,NasinuFC,0,3,Midfielder,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,0.0,19,Belgium,JupilerProLeague,KVKortrijk,0,4,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11157,0.0,32,Hongkong,HongKongPL,LeeMan,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6691,0.0,22,Tunisia,LigueIPro,CSSfaxien,0,1,RightWinger,650000.0,5.0,9.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9768,0.0,23,Iran,AzadeganLeague,Malavan,0,0,LeftWinger,125000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7029,0.0,37,Venezuela,TorneoApertura,Zamora,0,0,AttackingMidfield,50000.0,1.0,5.0,0.0,4.0,0.0,0.0,9.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4525,0.0,23,Denmark,LaLiga,CeltadeVigo,1,21,LeftWinger,10000000.0,33.0,26.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1667,0.0,20,Poland,Ekstraklasa,GórnikZabrze,0,2,CentralMidfield,250000.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,1.0,30,Switzerland,SuperLeague,FCBasel,3,14,DefensiveMidfield,1500000.0,72.0,56.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,6.0,0.0
3223,0.0,30,BurkinaFaso,SüperLig,Konyaspor,4,42,SecondStriker,1000000.0,67.0,28.0,0.0,55.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3686,0.0,31,Russia,PremierLiga,Ufa,0,0,LeftWinger,800000.0,41.0,35.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6280,0.0,29,SouthAfrica,ABSAPremiership,BidvestWitsFC,0,9,RightWinger,300000.0,15.0,12.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,0.0,26,Turkey,Bundesliga,VfLWolfsburg,1,24,AttackingMidfield,7500000.0,67.0,43.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
6125,0.0,27,Morocco,BotolaPro,CRAlHoceima,0,2,AttackingMidfield,200000.0,4.0,7.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6255,0.0,23,SouthAfrica,ABSAPremiership,HighlandsPark,0,0,RightWinger,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,27,Cyprus,FirstDivision,AlkiOroklini,0,0,Defender,150000.0,0.0,5.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,0.0,36,Serbia,SuperLiga,Radnik,0,0,DefensiveMidfield,150000.0,7.0,7.0,1.0,48.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,0.0,29,Greece,SuperLeague,OFICrete,0,0,AttackingMidfield,350000.0,21.0,16.0,0.0,23.0,1.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2447,0.0,20,France,SuperLeague,FCSion,0,1,Goalkeeper,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9399,0.0,35,Brazil,SérieA,Corinthians,1,9,AttackingMidfield,1500000.0,88.0,88.0,0.0,61.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,23.0,19.0,0.0,7.0,1.0
5740,0.0,30,Myanmar,NationalLeague,FCDagon,0,5,Forward,25000.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1.0,24,Germany,Bundesliga,1.FSVMainz05,0,2,Goalkeeper,500000.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4674,0.0,21,Brazil,SerieA,Fiorentina,0,10,CentralMidfield,13000000.0,5.0,6.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5197,0.0,22,Tunisia,LigueIPro,StadeGabèsien,0,0,DefensiveMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10776,0.0,23,Indonesia,Liga1,SemenPadang,0,0,RightMidfield,100000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5168,0.0,32,SouthAfrica,ABSAPremiership,KaizerChiefs,23,72,SecondStriker,500000.0,78.0,39.0,0.0,36.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6309,0.0,31,SouthAfrica,ABSAPremiership,OrlandoPirates,0,11,Goalkeeper,225000.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11376,0.0,22,Iran,PersianGulfProLeague,MachineSazi,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,0.0,29,Ghana,SüperLig,Fenerbahce,14,77,LeftWinger,9000000.0,82.0,35.0,1.0,53.0,1.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,9.0,0.0
11606,0.0,28,Qatar,StarsLeague,AlSadd,26,117,RightWinger,1500000.0,49.0,23.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0
4053,0.0,30,Brazil,LigaNOS,Braga,0,0,CentralMidfield,3000000.0,26.0,45.0,0.0,41.0,1.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
11559,0.0,22,Qatar,StarsLeague,Al0Khor,0,0,Midfielder,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7415,0.0,22,UnitedStates,USLC,NYRedBullsII,0,0,RightWinger,250000.0,7.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10864,0.0,21,Indonesia,Liga1,BorneoFC,0,0,Forward,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,0.0,25,Spain,FortunaLiga,DuklaPrag,0,0,RightWinger,300000.0,17.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,11.0,37,Spain,LaLiga,Espanyol,0,1,Goalkeeper,500000.0,0.0,0.0,1.0,26.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,1.0,0.0,67.0
6007,0.0,28,Morocco,BotolaPro,Berrechid,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10849,0.0,26,Indonesia,Liga1,PSIS,0,0,CentralMidfield,175000.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,4.0,38,Latvia,SuperLeague,FCZürich,0,96,Goalkeeper,100000.0,0.0,0.0,1.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
205,6.0,32,Spain,PremierLeague,CrystalPalace,0,0,Goalkeeper,5000000.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,23.0
5534,0.0,22,"Korea,South",BangladeshPL,AbahaniLtd.,0,0,SecondStriker,25000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,0.0,29,Turkey,SüperLig,Akhisarspor,0,2,DefensiveMidfield,500000.0,3.0,5.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,0.0,27,SouthAfrica,ABSAPremiership,BidvestWitsFC,0,0,DefensiveMidfield,75000.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10532,0.0,23,Myanmar,NationalLeague,HantharwadyU.,0,0,Midfielder,25000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,0.0,31,England,Premiership,AberdeenFC,0,5,Goalkeeper,500000.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0
5939,0.0,24,Egypt,PremierLeague,Ismaily,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5312,0.0,20,Egypt,PremierLeague,WadiDegla,0,0,CentralMidfield,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9318,0.0,23,Brazil,SérieA,Botafogo,0,0,RightWinger,300000.0,8.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9489,0.0,25,Brazil,SérieA,Atlético0MG,0,3,DefensiveMidfield,700000.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,0.0,25,Serbia,SuperLiga,Cukaricki,0,0,CentralMidfield,800000.0,26.0,9.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,0.0,21,Norway,JupilerProLeague,ZulteWaregem,2,14,RightWinger,450000.0,15.0,21.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9907,0.0,22,Uzbekistan,Superliga,Navbahor,0,0,RightMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4532,0.0,24,Turkey,LaLiga,CeltadeVigo,1,20,DefensiveMidfield,10000000.0,19.0,10.0,1.0,49.0,2.0,1.0,4.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11123,0.0,25,Argentina,NewZealandPremiership,HamiltonW.,0,0,Defender,100000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,0.0,22,Nigeria,1.HNL,HNKRijeka,0,0,CentralMidfield,50000.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7490,0.0,25,UnitedStates,USLC,Charleston,0,0,LeftWinger,175000.0,16.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,0.0,37,Bosnia0Herzegovina,SuperLiga,RedStar,0,9,Goalkeeper,50000.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12590,0.0,19,Japan,J1League,GambaOsaka,0,0,DefensiveMidfield,75000.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6931,0.0,24,Venezuela,TorneoApertura,Atl.Venezuela,0,0,SecondStriker,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,0.0,31,Turkey,SüperLig,Y.Malatyaspor,0,4,LeftWinger,1200000.0,70.0,31.0,0.0,71.0,2.0,1.0,12.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,0.0,29,Bulgaria,Allsvenskan,AFCEskilstuna,0,1,Goalkeeper,75000.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
661,0.0,20,Germany,Bundesliga,HerthaBSC,0,1,Goalkeeper,200000.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,30,Belgium,PremierLeague,Burnley,2,52,CentralMidfield,7000000.0,28.0,58.0,0.0,68.0,1.0,0.0,8.0,7.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0
6321,0.0,27,SouthAfrica,ABSAPremiership,SuperSportUtd.,0,6,Goalkeeper,1000000.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
9956,0.0,23,Uzbekistan,Superliga,AGMGOlmaliq,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10083,0.0,25,Brazil,J2League,Monte.Yamagata,0,0,AttackingMidfield,150000.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11810,0.0,28,"Korea,South",KLeague1,GangwonFC,0,41,DefensiveMidfield,1200000.0,8.0,9.0,2.0,36.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,24,England,PremierLeague,Southampton,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
5941,0.0,25,Syria,PremierLeague,PyramidsFC,18,38,SecondStriker,1900000.0,32.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0
5194,0.0,20,Tunisia,LigueIPro,StadeGabèsien,0,0,LeftWinger,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5383,0.0,19,Japan,J2League,MitoHollyHock,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6566,0.0,30,Algeria,LigueProfessionnelle1,ESSétif,0,1,RightWinger,325000.0,22.0,8.0,0.0,11.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10561,0.0,25,Fiji,PremierLeague,TavuaFC,0,0,Midfielder,50000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11712,0.0,19,Thailand,ThaiLeague,ChainatFC,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,0.0,21,Israel,Ligatha'Al,MaccabiHaifa,0,0,RightWinger,500000.0,7.0,5.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
2869,0.0,28,Serbia,Bundesliga,AustriaVienna,0,0,CentralMidfield,1500000.0,26.0,28.0,0.0,21.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
9106,0.0,21,Argentina,PrimeraDivisión,CABanfield,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366,0.0,26,China,LeagueOne,YBFunde,0,0,RightWinger,100000.0,9.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11737,0.0,30,Thailand,ThaiLeague,RatchaburiFC,0,0,DefensiveMidfield,125000.0,7.0,4.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8397,0.0,26,Argentina,LigaÁguilaI,CDAmérica,0,0,DefensiveMidfield,200000.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5647,0.0,28,"Korea,South",KLeague2,AsanMugunghwa,1,15,DefensiveMidfield,750000.0,7.0,10.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
5657,0.0,25,Iran,AzadeganLeague,FajrSepasi,0,0,LeftWinger,75000.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,0.0,27,Serbia,SuperLiga,Rad,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,0.0,35,Spain,LaLiga,SDEibar,0,9,Goalkeeper,400000.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
6092,0.0,34,Morocco,BotolaPro,Hassania,0,0,Goalkeeper,600000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7734,0.0,32,Uruguay,PrimeraDivisión,LiverpoolFC,0,0,DefensiveMidfield,150000.0,14.0,6.0,0.0,31.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2488,0.0,23,Switzerland,SuperLeague,FCLuzern,0,1,DefensiveMidfield,1250000.0,14.0,18.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11285,0.0,24,Belgium,StarsLeague,AlDuhail,0,0,LeftWinger,7000000.0,31.0,18.0,0.0,18.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11173,0.0,32,Hongkong,HongKongPL,TaiPo,0,1,Goalkeeper,50000.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10562,0.0,24,Fiji,PremierLeague,TavuaFC,0,0,Midfielder,50000.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12268,0.0,33,China,SuperLeague,GZR&F,1,4,LeftWinger,100000.0,19.0,43.0,0.0,22.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
