,price,yellow_card_champ,yellow_card_cup,goal_continent,assist_continent,yellow_card_continent,score_goal_cup,score_goal_champ,score_goals_selection,score_assist_cup,score_assist_champ,score_selections_nation
12368,1900000.0,32.0,3.0,2.0,3.0,0.0,12.0,34.0,15.0,9.0,29.0,50.0
10637,75000.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
2975,500000.0,79.0,12.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,3.0,0.0
10919,650000.0,21.0,0.0,1.0,0.0,0.0,2.0,35.0,0.0,1.0,16.0,4.0
8838,875000.0,7.0,3.0,1.0,0.0,3.0,1.0,5.0,0.0,1.0,13.0,0.0
8314,4500000.0,6.0,0.0,1.0,1.0,3.0,1.0,24.0,0.0,1.0,16.0,0.0
4359,3500000.0,40.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0
1590,250000.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,1.0
2996,600000.0,21.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,1.0
10526,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9435,3000000.0,23.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0
8137,400000.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,12.0,6.0
3688,600000.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0
7486,175000.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
854,4000000.0,13.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,0.0,25.0,3.0
10149,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,14000000.0,14.0,1.0,0.0,2.0,0.0,6.0,42.0,1.0,9.0,32.0,4.0
10946,200000.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0
3429,2250000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1247,300000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
1650,750000.0,64.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,23.0,2.0
9915,250000.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
5718,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
5802,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,6000000.0,17.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
5542,250000.0,11.0,4.0,0.0,0.0,0.0,4.0,16.0,0.0,1.0,11.0,0.0
5258,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,1000000.0,73.0,13.0,0.0,1.0,3.0,3.0,26.0,1.0,3.0,16.0,11.0
1499,1000000.0,12.0,0.0,0.0,0.0,1.0,11.0,49.0,0.0,12.0,45.0,8.0
12406,1500000.0,32.0,4.0,5.0,2.0,6.0,5.0,19.0,0.0,8.0,28.0,2.0
9667,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5228,400000.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,9.0,9.0
4671,3500000.0,29.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,7.0,4.0
9659,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5581,600000.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0
3315,9500000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6426,750000.0,12.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,23.0,3.0
4460,10000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1586,50000.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,1.0
3634,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9164,1500000.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,3.0,0.0
7850,100000.0,19.0,5.0,5.0,6.0,7.0,14.0,56.0,3.0,7.0,28.0,14.0
1973,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10202,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
8458,800000.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0
5767,25000.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2256,700000.0,34.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,16.0,0.0
8056,700000.0,25.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,32.0,4.0
9535,400000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3960,200000.0,50.0,3.0,0.0,1.0,1.0,1.0,10.0,4.0,3.0,13.0,59.0
3565,1000000.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6230,250000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2202,50000.0,62.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0
507,1500000.0,66.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,39.0,0.0
10236,350000.0,5.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,8.0,0.0
11984,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6320,150000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
11830,25000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0
8864,1750000.0,5.0,0.0,1.0,0.0,0.0,3.0,27.0,1.0,1.0,25.0,24.0
9125,3000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10229,400000.0,42.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,3.0,33.0,0.0
4418,6000000.0,123.0,16.0,14.0,11.0,25.0,14.0,78.0,0.0,7.0,38.0,2.0
11669,50000.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0
12236,125000.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
10326,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
8230,800000.0,16.0,0.0,5.0,1.0,0.0,0.0,40.0,1.0,0.0,51.0,19.0
10474,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,10000000.0,25.0,1.0,1.0,0.0,0.0,1.0,44.0,0.0,3.0,32.0,2.0
3865,900000.0,0.0,0.0,4.0,5.0,0.0,0.0,11.0,2.0,0.0,8.0,8.0
11978,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9757,50000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3671,3500000.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
7959,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10540,25000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,1250000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,7.0
1409,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,0.0,27.0,40.0
3056,500000.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
51,2500000.0,52.0,5.0,0.0,0.0,0.0,1.0,31.0,2.0,4.0,26.0,81.0
8894,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,1500000.0,7.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,2.0,10.0,3.0
10321,500000.0,25.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0
7447,75000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0
84,100000.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2684,1200000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11231,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6397,125000.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
2298,850000.0,23.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,19.0,0.0
10249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,35000000.0,33.0,3.0,13.0,39.0,8.0,6.0,83.0,23.0,16.0,157.0,92.0
7717,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
8632,600000.0,13.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,33.0
9449,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9209,1750000.0,15.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,0.0,15.0,2.0
6632,25000.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1660,150000.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,17.0,0.0
1629,250000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,10000000.0,80.0,0.0,5.0,3.0,17.0,0.0,14.0,4.0,0.0,16.0,51.0
9304,1250000.0,25.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0
11297,200000.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,26.0,0.0
415,250000.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
5592,75000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1093,250000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,900000.0,9.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,10.0,0.0
8177,1500000.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9320,900000.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0
4915,15000000.0,48.0,3.0,4.0,2.0,3.0,3.0,36.0,0.0,7.0,42.0,6.0
5193,250000.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
4023,22000000.0,13.0,2.0,2.0,3.0,2.0,1.0,6.0,0.0,0.0,11.0,2.0
5709,100000.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,2.0,0.0
2569,200000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5507,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5771,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0
679,8000000.0,17.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,32.0,0.0
4936,75000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6815,75000.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
2158,550000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0
1212,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
3716,14000000.0,9.0,0.0,2.0,10.0,2.0,0.0,22.0,4.0,0.0,21.0,20.0
4952,150000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
7981,800000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
11309,200000.0,32.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,17.0,1.0
5728,1200000.0,2.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,15.0,8.0
7547,250000.0,25.0,2.0,0.0,0.0,0.0,2.0,26.0,0.0,1.0,31.0,11.0
4094,750000.0,25.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0
12021,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689,150000.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
8671,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8509,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11294,150000.0,17.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,1.0,3.0,0.0
5225,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8346,7500000.0,35.0,3.0,4.0,1.0,1.0,1.0,22.0,0.0,0.0,10.0,12.0
8684,600000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,800000.0,24.0,0.0,1.0,1.0,2.0,0.0,23.0,4.0,0.0,14.0,11.0
6274,675000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,23.0
12394,900000.0,31.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0
936,14000000.0,71.0,9.0,0.0,0.0,0.0,6.0,67.0,14.0,7.0,43.0,42.0
1902,150000.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
9374,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1704,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10216,300000.0,32.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,37.0,0.0
10430,75000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11404,350000.0,21.0,2.0,0.0,0.0,0.0,2.0,25.0,0.0,1.0,8.0,0.0
7228,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7683,250000.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,9.0,2.0
8220,3000000.0,41.0,5.0,0.0,0.0,0.0,5.0,24.0,0.0,0.0,13.0,0.0
2918,300000.0,30.0,0.0,0.0,0.0,0.0,1.0,54.0,12.0,1.0,85.0,91.0
3848,50000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8105,3000000.0,19.0,0.0,4.0,4.0,6.0,1.0,16.0,0.0,0.0,16.0,5.0
9747,75000.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
3354,200000.0,32.0,5.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,25.0,0.0
7984,200000.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0
6870,100000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12545,1500000.0,58.0,13.0,0.0,0.0,0.0,2.0,26.0,1.0,3.0,36.0,12.0
2301,550000.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
10355,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10403,2500000.0,9.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,13.0,0.0
8646,800000.0,12.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0
8037,500000.0,4.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,12.0
9675,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
785,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8925,200000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6303,650000.0,35.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,18.0,2.0
1709,50000.0,48.0,7.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,16.0,0.0
8491,700000.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0
6962,150000.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
82,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3754,600000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2903,250000.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0
8475,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6952,350000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12504,4250000.0,31.0,3.0,5.0,3.0,1.0,2.0,49.0,7.0,4.0,46.0,21.0
12412,1000000.0,89.0,8.0,6.0,12.0,9.0,7.0,87.0,7.0,4.0,147.0,65.0
3958,100000.0,73.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,8.0,0.0
9584,325000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0
5455,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
11291,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3619,1000000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
802,3500000.0,21.0,2.0,0.0,0.0,0.0,6.0,21.0,2.0,3.0,41.0,25.0
8435,700000.0,33.0,3.0,0.0,0.0,0.0,5.0,26.0,2.0,4.0,22.0,8.0
11489,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
299,25000000.0,21.0,2.0,0.0,2.0,2.0,6.0,35.0,2.0,6.0,28.0,25.0
9082,2500000.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
9131,800000.0,71.0,0.0,7.0,5.0,9.0,1.0,51.0,0.0,1.0,67.0,1.0
312,400000.0,27.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0
10553,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
943,4000000.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
904,800000.0,16.0,2.0,0.0,0.0,1.0,0.0,24.0,1.0,3.0,23.0,7.0
7350,1200000.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
401,250000.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4895,15000000.0,39.0,14.0,0.0,0.0,0.0,5.0,14.0,0.0,2.0,10.0,18.0
4366,2500000.0,4.0,0.0,2.0,2.0,2.0,6.0,29.0,1.0,0.0,11.0,12.0
7176,300000.0,9.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0
6097,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9483,1000000.0,18.0,3.0,0.0,0.0,0.0,4.0,40.0,0.0,4.0,22.0,0.0
6846,100000.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7758,125000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5126,125000.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6836,75000.0,56.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0
11378,350000.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0
799,250000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4911,4000000.0,94.0,8.0,0.0,0.0,0.0,3.0,34.0,0.0,3.0,32.0,5.0
10731,125000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7163,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,250000.0,11.0,1.0,0.0,0.0,1.0,10.0,12.0,2.0,0.0,5.0,9.0
3567,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,400000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
4071,600000.0,27.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,14.0,3.0
11366,150000.0,10.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0
9102,700000.0,9.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,9.0,0.0
11902,300000.0,20.0,1.0,0.0,0.0,0.0,2.0,32.0,0.0,4.0,26.0,15.0
5272,600000.0,12.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,17.0,0.0
4158,150000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
6722,150000.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0
5033,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
11494,325000.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,3.0,0.0
10686,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3320,1500000.0,70.0,9.0,11.0,12.0,10.0,15.0,59.0,16.0,14.0,97.0,100.0
11111,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9502,7000000.0,42.0,4.0,10.0,8.0,4.0,3.0,53.0,0.0,2.0,56.0,6.0
12616,1200000.0,13.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,20.0,0.0
1722,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8140,1000000.0,26.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,25.0,0.0
3675,3500000.0,16.0,0.0,5.0,2.0,2.0,0.0,40.0,2.0,0.0,37.0,17.0
10926,125000.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
10547,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,16.0
12342,2000000.0,11.0,1.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,14.0,0.0
6035,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1970,250000.0,19.0,1.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,13.0,2.0
10054,800000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1294,50000000.0,15.0,2.0,4.0,3.0,7.0,6.0,15.0,0.0,1.0,16.0,6.0
9969,150000.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
2139,200000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12400,700000.0,17.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,1.0,9.0,0.0
2370,1750000.0,36.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,58.0,2.0
7079,550000.0,19.0,0.0,0.0,2.0,1.0,0.0,25.0,0.0,0.0,7.0,0.0
797,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,800000.0,19.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
3931,600000.0,19.0,6.0,0.0,0.0,0.0,2.0,21.0,1.0,1.0,12.0,6.0
2717,250000.0,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,16.0,0.0
5838,150000.0,50.0,1.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,9.0,0.0
4912,25000000.0,38.0,3.0,4.0,7.0,3.0,1.0,67.0,22.0,0.0,59.0,80.0
4332,800000.0,33.0,1.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,13.0,0.0
8374,100000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,500000.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0
3349,500000.0,26.0,5.0,0.0,0.0,0.0,9.0,70.0,1.0,6.0,30.0,10.0
3647,800000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5832,50000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
7373,250000.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
1508,150000.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0
10544,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
345,20000000.0,1.0,1.0,1.0,1.0,0.0,6.0,17.0,0.0,1.0,14.0,4.0
8358,300000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7805,175000.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0
5904,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,4500000.0,77.0,0.0,0.0,1.0,7.0,0.0,11.0,0.0,0.0,22.0,34.0
10728,200000.0,17.0,5.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,14.0,0.0
6876,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12231,7000000.0,54.0,2.0,2.0,2.0,0.0,3.0,124.0,6.0,1.0,49.0,26.0
5864,300000.0,15.0,0.0,0.0,0.0,0.0,1.0,22.0,12.0,0.0,10.0,31.0
3366,400000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
11770,175000.0,14.0,3.0,0.0,0.0,0.0,4.0,19.0,0.0,3.0,19.0,0.0
7032,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8788,10000000.0,40.0,7.0,3.0,0.0,4.0,11.0,91.0,19.0,11.0,60.0,72.0
