ranking,club name ,country,point score,1 year change,previous point scored,symbol change
121,Racing Club,Argentina,1596,72,1701,-
1137,Racing Club,Uruguay,1331,4,1331,-
1444,Racing Club d'Abidjan,Ivory Coast,1300,112,1293,+
2282,Racing de Casablanca,Morocco,1239,42,1239,-
742,Racing Santander,Spain,1385,16,1385,-
2062,Rad Beograd,Serbia,1252,294,1237,+
1975,Radnički 1923 Kragujevac,Serbia,1259,106,1265,-
613,Radnički Niš,Serbia,1409,68,1425,-
1839,Radnik Bijeljina,Bosnia and Herzegovina,1268,257,1291,-
935,Radomiak Radom,Poland,1354,504,1300,+
2441,Radomlje,Slovenia,1226,305,1158,+
1513,Rah Ahan,Iran,1295,21,1295,-
2583,Raja Beni Mellal,Morocco,1209,17,1209,-
2024,Rajasthan United,India,1254,74,1250,+
2676,Rakvere JK Tarvas,Estonia,1190,12,1190,-
1487,Ramonense PO,Costa Rica,1297,20,1297,-
1443,Rampla Juniors,Uruguay,1300,26,1300,-
2165,Ranchers Bees,Nigeria,1246,43,1246,-
707,Randers FC,Denmark,1392,175,1360,+
2071,Rangdajied United,India,1252,1,1252,-
39,Rangers,Scotland,1723,3,1731,-
1034,Rangers,Chile,1342,9,1342,-
1648,Ranheim,Norway,1285,6,1285,-
756,Rapid Bucureşti,Romania,1382,152,1357,+
274,Rapid Wien,Austria,1510,67,1538,-
1659,Rapide Club Oued Zem,Morocco,1283,475,1326,-
1372,Ratchaburi FC,Thailand,1305,359,1345,-
206,Rayo Vallecano,Spain,1542,43,1519,+
15,RB Leipzig,Germany,1826,3,1804,+
1592,RC Arbaâ,Algeria,1288,174,1273,+
1235,RC Bafoussam,Cameroon,1322,7,1321,+
2482,RC Kinshasa,Congo DR,1222,423,1252,-
1585,RC Relizane,Algeria,1288,487,1336,-
86,RC Strasbourg,France,1635,154,1524,+
190,RCA Raja Casablanca Athletic,Morocco,1547,77,1509,+
135,RCD Espanyol,Spain,1586,144,1503,+
518,Reading,England,1431,10,1431,-
38,Real Betis,Spain,1733,17,1686,+
1525,Real Cartagena,Colombia,1294,24,1294,-
550,Real España,Honduras,1423,269,1368,+
754,Real Estelí,Nicaragua,1383,45,1371,+
1699,Real Juventud,Honduras,1280,0,1280,-
1688,Real Kashmir FC,India,1281,16,1283,-
4,Real Madrid,Spain,1957,1,1949,+
2712,Real Madriz,Nicaragua,1179,9,1185,-
2622,Real Mamoré,Bolivia,1203,14,1203,-
2605,Real Potosí,Bolivia,1206,235,1235,-
846,Real Salt Lake,United States,1367,236,1338,+
1779,Real Santa Cruz,Bolivia,1272,270,1253,+
40,Real Sociedad,Spain,1719,0,1718,+
2400,Real Sociedad,Honduras,1230,112,1241,-
2613,Real Tamale,Ghana,1205,31,1201,+
1448,Real Tomayapo,Bolivia,1300,131,1313,-
277,Real Valladolid,Spain,1509,101,1552,-
367,Real Zaragoza,Spain,1470,0,1470,-
1020,Recreativo da Caála,Angola,1344,79,1335,+
676,Recreativo do Libolo,Angola,1396,66,1408,-
1125,Red Arrows,Zambia,1332,484,1288,+
85,Red Bull Bragantino SP,Brazil,1636,21,1610,+
32,Red Bull Salzburg,Austria,1756,15,1705,+
203,Reims,France,1543,29,1553,-
1374,Remo Stars,Nigeria,1305,709,1251,+
1358,Renaissance Club Zemamra,Morocco,1307,171,1295,+
1461,Renaissance de Ngoumou,Cameroon,1299,107,1309,-
48,Rennes,France,1698,63,1605,+
2691,Reno FC,Jamaica,1186,8,1186,-
1777,Renova,Macedonia,1272,200,1257,+
1080,Rentistas,Uruguay,1338,208,1361,-
738,Resistencia Sport Club,Paraguay,1386,217,1350,+
2461,Revan Baku,Azerbaijan,1224,25,1224,-
2223,Rewa,Fiji,1243,38,1243,-
1170,Rhyl,Wales,1328,3,1328,-
766,Riga FC,Latvia,1381,45,1386,-
717,Rigas Futbola skola,Latvia,1390,127,1366,+
231,Rijeka,Croatia,1530,14,1521,+
1709,Río Abajo,Panama,1279,1,1279,-
464,Rio Ave,Portugal,1443,39,1453,-
464,Rio Ave,Portugal,1443,39,1453,-
1550,Rising Stars,Nigeria,1291,26,1291,-
31,River Plate,Argentina,1758,12,1802,-
532,River Plate,Uruguay,1427,37,1419,+
967,River Plate Ecuador,Ecuador,1351,61,1357,-
636,River Plate PR,Puerto Rico,1405,11,1405,-
2459,Rivoli United,Jamaica,1224,25,1224,-
1241,Rizespor,Turkey,1321,479,1377,-
896,RKC Waalwijk,Netherlands,1359,335,1322,+
1721,RNK Split,Croatia,1277,4,1277,-
2255,Roan United,Zambia,1241,39,1241,-
986,Roda JC Kerkrade,Netherlands,1348,2,1348,-
1203,Roeselare,Belgium,1325,11,1325,-
2427,Rojolu,Congo DR,1227,26,1227,-
28,Roma,Italy,1772,20,1704,+
1803,RoPS Rovaniemi,Finland,1270,26,1272,-
244,Rosario Central,Argentina,1525,11,1527,-
340,Rosenborg BK,Norway,1478,28,1492,-
1239,Ross County,Scotland,1321,1039,1242,+
2316,Roumde Adjia,Cameroon,1236,50,1236,-
926,Royal AM,South Africa,1355,513,1300,+
224,Royal Antwerp FC,Belgium,1534,30,1516,+
1173,Royal Excel Mouscron Péruwelz,Belgium,1328,2,1328,-
792,Royal Pari,Bolivia,1375,74,1387,-
1865,Royal Wahingdoh,India,1266,13,1266,-
579,RSB Berkane,Morocco,1416,72,1432,-
181,RSC Anderlecht,Belgium,1553,39,1534,+
364,Rubin Kazan,Russia,1471,54,1493,-
897,Rubio Ñú,Paraguay,1359,5,1359,-
1537,Ruch Chorzów,Poland,1292,31,1292,-
1624,Rudar Pljevlja,Montenegro,1286,279,1309,-
2561,Rudar Prijedor,Bosnia and Herzegovina,1214,12,1215,-
2091,Rudar Velenje,Slovenia,1250,0,1250,-
831,Rukh Vynnyky,Ukraine,1369,140,1350,+
486,Ružomberok,Slovakia,1438,316,1371,+
486,Ružomberok,Slovakia,1438,316,1371,+
1002,Saba Qom,Iran,1345,5,1345,-
1704,Sabah FK,Azerbaijan,1279,342,1253,+
2260,Sabana de Mopti,Mali,1241,38,1241,-
2113,Sabé,Ivory Coast,1250,42,1250,-
1507,Sable Batié,Cameroon,1295,20,1295,-
940,Saburtalo,Georgia,1353,29,1356,-
1784,Sacachispas Chiquimula,Guatemala,1271,25,1274,-
678,Sagan Tosu,Japan,1396,60,1383,+
1509,Săgeata Năvodari,Romania,1295,19,1295,-
867,Sagrada Esperança,Angola,1365,258,1332,+
2581,Sahab SC,Jordan,1209,22,1209,-
2034,Sahel,Niger,1254,9,1254,-
1425,Saïda,Algeria,1301,2,1301,-
1953,Saint George,Ethiopia,1260,16,1260,-
2211,Saint-Clément,Congo DR,1243,39,1243,-
500,Saint-Eloi Lupopo,Congo DR,1434,62,1421,+
500,Saint-Eloi Lupopo,Congo DR,1434,62,1421,+
379,Saint-Étienne,France,1467,96,1502,-
2339,Saint-Luc,Congo DR,1234,42,1234,-
1259,Saipa FC,Iran,1319,175,1337,-
2692,Salam Zgharta,Lebanon,1186,7,1186,-
812,Salgaocar,India,1372,23,1372,-
170,Sampdoria,Italy,1559,47,1591,-
838,Samsunspor,Turkey,1367,13,1367,-
1979,Samut Prakan City,Thailand,1258,155,1268,-
2603,Samut Songkram,Thailand,1206,18,1206,-
1429,San Francisco FC,Panama,1301,352,1339,-
2554,San José,Bolivia,1215,1550,1346,-
1469,San Jose Earthquakes,United States,1299,153,1314,-
1899,San Juan FC,Puerto Rico,1263,11,1263,-
2502,San Juan Jabloteh,Trinidad and Tobago,1220,22,1220,-
348,San Lorenzo de Almagro,Argentina,1476,129,1534,-
1391,San Luis,Chile,1304,1,1304,-
1031,San Luis FC,Mexico,1343,10,1343,-
1100,San Marcos,Chile,1336,5,1336,-
473,San Martín de Tucumán,Argentina,1441,1,1441,-
473,San Martín de Tucumán,Argentina,1441,1,1441,-
381,San Martín San Juan,Argentina,1466,5,1466,-
904,San Pedro,Ivory Coast,1358,297,1324,+
1671,San Simon,Peru,1282,3,1282,-
840,Sanat Naft Abadan,Iran,1367,18,1368,-
2590,Sandals South Coast,Jamaica,1209,17,1209,-
1742,Sandecja Nowy Sącz,Poland,1275,3,1275,-
1495,Sandefjord Football,Norway,1296,390,1264,+
2016,Sandnes,Norway,1255,7,1255,-
499,Sanfrecce Hiroshima,Japan,1434,146,1474,-
499,Sanfrecce Hiroshima,Japan,1434,146,1474,-
880,Sanga Balende,Congo DR,1362,146,1383,-
594,Santa Cruz,Brazil,1412,1,1412,-
343,Santa Fe,Colombia,1477,118,1531,-
2040,Santa Gema FC,Panama,1254,10,1254,-
907,Santa Lucia Cotzumalguapa,Guatemala,1358,368,1318,+
2451,Santa Rita de Cássia FC,Angola,1225,14,1225,-
1423,Santa Tecla FC,El Salvador,1301,402,1344,-
1056,Santiago Morning,Chile,1340,6,1340,-
1607,Santiago Wanderers,Chile,1287,653,1350,-
491,Santo André,Brazil,1437,1,1437,-
491,Santo André,Brazil,1437,1,1437,-
1356,Santos,South Africa,1308,5,1308,-
2228,Santos de Angola,Angola,1243,37,1243,-
1035,Santos de Guápiles,Costa Rica,1342,104,1354,-
124,Santos FC,Brazil,1596,16,1610,-
258,Santos Laguna,Mexico,1518,68,1547,-
93,São Paulo,Brazil,1625,37,1681,-
2615,Sapovnela,Georgia,1204,14,1204,-
2061,Saraburi FC,Thailand,1252,2,1252,-
819,Sarmiento,Argentina,1370,28,1372,-
1009,Sarpsborg 08,Norway,1345,31,1343,+
54,Sassuolo,Italy,1686,7,1672,+
657,Saturn,Russia,1399,5,1399,-
2313,Saurimo FC,Angola,1236,50,1236,-
385,SC Bastia,France,1464,1,1464,-
1019,SC Chabab Mohammédia,Morocco,1344,276,1315,+
330,SC Dnipro-1,Ukraine,1482,252,1415,+
731,SC Farense,Portugal,1387,30,1390,-
669,SC Heerenveen,Netherlands,1397,194,1441,-
437,SC Paderborn 07,Germany,1451,3,1451,-
653,Schalke 04,Germany,1400,1,1399,+
2049,Scorpion FC de Bé,Cameroon,1253,7,1253,-
1971,SCR Altach,Austria,1259,427,1294,-
2462,SD Atletico Nacional,Panama,1224,25,1224,-
180,SD Huesca,Spain,1553,36,1534,+
294,Seattle Sounders FC,United States,1499,78,1468,+
683,Seinaejoen JK,Finland,1395,432,1333,+
1310,sekhukhune united fc,South Africa,1313,129,1300,+
1820,Sektzia Ness Ziona FC,Israel,1269,9,1269,-
1313,Semen Padang,Indonesia,1312,11,1312,-
1024,Seongnam FC,South Korea,1344,162,1363,-
267,Sepahan,Iran,1514,27,1498,+
1996,Sepidrood Rasht SC,Iran,1256,10,1256,-
622,Sepsi OSK,Romania,1408,28,1400,+
693,Servette,Switzerland,1394,17,1394,-
1167,Sevastopol,Ukraine,1328,4,1328,-
22,Sevilla,Spain,1792,12,1859,-
793,Sevilla FC Puerto Rico,Puerto Rico,1375,21,1375,-
761,Séwé,Ivory Coast,1381,11,1381,-
2387,Səbail FK,Azerbaijan,1231,447,1259,-
1178,Sfîntul Gheorghe,Moldova,1327,144,1312,+
2659,Shabab AL Ghazieh SC,Lebanon,1194,13,1194,-
1877,Shabab Al Sahel,Lebanon,1265,19,1266,-
2209,Shabab Al-Aqaba Club,Jordan,1244,4,1246,-
1792,Shabab Al-Ordon Club,Jordan,1271,94,1264,+
2289,Shabab El Bourj SC,Lebanon,1238,85,1247,-
1384,Shabanie Mine,Zimbabwe,1304,0,1304,-
1821,Shahin Bushehr FC,Iran,1269,8,1269,-
1373,Shahrdari Tabriz,Iran,1305,3,1305,-
42,Shakhtar Donetsk,Ukraine,1714,5,1724,-
1008,Shakhter Karagandy,Kazakhstan,1345,18,1344,+
109,Shakhtyor Soligorsk,Belarus,1608,33,1577,+
139,Shamrock Rovers,Ireland,1584,25,1603,-
223,Shandong Taishan F.C.,China PR,1534,82,1494,+
212,Shanghai Port F.C.,China PR,1539,3,1534,+
791,Shanghai Shenhua,China PR,1376,54,1366,+
2518,Shanghai Shenxin,China PR,1218,24,1218,-
650,Sharjah Cultural Club,United Arab Emirates,1401,19,1395,+
1905,Shark XI,Congo DR,1263,10,1263,-
1007,Sharks,Nigeria,1345,7,1345,-
373,Sheffield United FC,England,1468,30,1458,+
2031,Shelbourne,Ireland,1254,27,1252,+
1306,Shenzhen FC,China PR,1313,373,1282,+
1739,Shijiazhuang Ever Bright,China PR,1276,3,1276,-
1224,Shimizu S-Pulse,Japan,1323,71,1329,-
987,Shkupi Skopje,Macedonia,1348,517,1298,+
1570,Shonan Bellmare,Japan,1290,154,1302,-
1070,Shooting Stars,Nigeria,1339,3,1340,-
1799,Shooting Stars,Zimbabwe,1270,6,1270,-
2507,Shortan Guzor,Uzbekistan,1220,22,1220,-
2442,Siam Navy FC,Thailand,1225,20,1225,-
2742,Siauliai,Lithuania,1159,2,1159,-
1679,Šibenik,Croatia,1281,361,1313,-
1326,Sibir Novosibirsk,Russia,1311,9,1311,-
426,Siena,Italy,1455,6,1455,-
2432,Sigui,Mali,1226,26,1226,-
1445,Silkeborg,Denmark,1300,986,1230,+
393,Sillamäe Kalev,Estonia,1462,0,1462,-
964,Simba SC,Tanzania,1351,64,1344,+
1228,Simurq,Azerbaijan,1323,3,1323,-
582,Sint-Truiden,Belgium,1416,221,1370,+
1961,Siófok,Hungary,1259,14,1259,-
954,Sion,Switzerland,1352,65,1359,-
1993,Siquinalá FC,Guatemala,1256,13,1256,-
1118,Sirius,Sweden,1333,11,1334,-
673,Široki Brijeg,Bosnia and Herzegovina,1397,22,1399,-
2580,Sisaket FC,Thailand,1210,18,1210,-
336,Sivasspor,Turkey,1480,54,1502,-
1192,SK Austria Klagenfurt,Austria,1326,247,1300,+
2473,SK Babīte,Latvia,1223,26,1223,-
1153,SK Brann,Norway,1329,333,1368,-
578,SK Sigma Olomouc,Czech Republic,1416,7,1415,+
2172,SK Super Nova,Latvia,1246,76,1250,-
1842,SKA-Khabarovsk,Russia,1268,12,1268,-
2205,Skalica,Slovakia,1244,41,1244,-
1650,Skenderbeu,Albania,1284,9,1284,-
1112,ŠKF Sereď,Slovakia,1334,481,1290,+
2084,SKN Sankt Pölten,Austria,1251,217,1265,-
900,Śląsk Wrocław,Poland,1358,147,1380,-
1211,Slaven,Croatia,1325,74,1331,-
34,Slavia Prague,Czech Republic,1751,7,1757,-
607,Slavia Sofia,Bulgaria,1410,133,1383,+
1284,Slavia-Mozyr,Belarus,1316,513,1270,+
2421,Slavija Sarajevo,Bosnia and Herzegovina,1228,25,1228,-
630,Sligo Rovers,Ireland,1406,118,1381,+
2132,Sliven,Bulgaria,1248,40,1248,-
1802,Sloboda Tuzla,Bosnia and Herzegovina,1270,47,1266,+
1062,Sloboda Užice,Serbia,1340,6,1340,-
183,Slovácko,Czech Republic,1553,97,1502,+
107,Slovan Bratislava,Slovakia,1610,3,1612,-
450,Slovan Liberec,Czech Republic,1446,194,1515,-
2504,Smederevo,Serbia,1220,22,1220,-
2636,Smolevichy,Belarus,1200,13,1200,-
457,Smouha SC,Egypt,1444,104,1421,+
457,Smouha SC,Egypt,1444,104,1421,+
970,SO Armée,Ivory Coast,1351,22,1351,-
313,Sochaux,France,1490,7,1490,-
2088,Social Sol,Honduras,1251,1,1251,-
2293,Socozaki,Denmark,1238,44,1238,-
1412,Sofapaka,Kenya,1302,1,1302,-
1663,Sogakope WAFA,Ghana,1283,23,1281,+
1771,Sogdiyona Jizzax,Uzbekistan,1272,546,1240,+
1516,Sogndal,Norway,1294,24,1294,-
686,Sol de América,Paraguay,1395,96,1373,+
1944,SOL FC,Ivory Coast,1260,102,1267,-
1817,Sololá FC,Guatemala,1269,378,1300,-
2014,Solomon Warriors FC,Solomon Islands,1255,7,1255,-
1810,SønderjyskE,Denmark,1270,572,1322,-
2496,Songkhla United FC,Thailand,1221,22,1221,-
2754,South End,Trinidad and Tobago,1137,3,1137,-
115,Southampton,England,1602,40,1567,+
2644,Southern United,New Zealand,1198,11,1198,-
1101,SPAL 2013,Italy,1336,4,1336,-
80,Sparta Prague,Czech Republic,1646,33,1603,+
703,Sparta Rotterdam,Netherlands,1392,131,1417,-
232,Spartak Moskva,Russia,1530,55,1552,-
1003,Spartak Myjava,Slovakia,1345,5,1345,-
1240,Spartak Nal'chik,Russia,1321,3,1321,-
2063,Spartak Semey,Kazakhstan,1252,2,1252,-
440,Spartak Trnava,Slovakia,1449,158,1410,+
2337,Speranţa Crihana,Moldova,1234,128,1246,-
1028,Sport Áncash,Peru,1343,7,1343,-
1069,Sport Boys,Peru,1339,10,1338,+
1557,Sport Boys Warnes,Bolivia,1291,27,1291,-
1142,Sport Colombia,Paraguay,1330,2,1330,-
696,Sport Huancayo,Peru,1394,52,1401,-
1226,Sport Loreto,Peru,1323,6,1323,-
2521,Sport Lubango e Benfica,Angola,1218,24,1218,-
281,Sport Recife,Brazil,1507,80,1473,+
1617,Sport Rosario (Huaraz),Peru,1286,16,1286,-
1353,Sportif de Chebba,Tunisia,1308,12,1310,-
20,Sporting,Portugal,1797,13,1740,+
2360,Sporting Beirut,Lebanon,1233,264,1250,-
2456,Sporting Central Academy,Jamaica,1224,24,1224,-
449,Sporting Charleroi,Belgium,1446,50,1433,+
2635,Sporting Clube de Benguela,Angola,1201,539,1250,-
1365,Sporting Clube de Goa,India,1306,5,1306,-
253,Sporting Cristal,Peru,1520,94,1563,-
2572,Sporting de Cabinda,Angola,1212,6,1216,-
389,Sporting Fingal,Ireland,1463,0,1463,-
1091,Sporting Gagnoa,Ivory Coast,1337,83,1327,+
284,Sporting Gijón,Spain,1504,8,1504,-
726,Sporting Kansas City,United States,1388,85,1369,+
1145,Sporting San José FC,Costa Rica,1330,371,1296,+
1571,Sporting San Miguelito,Panama,1290,134,1279,+
2224,Sportist Svoge,Bulgaria,1243,38,1243,-
2295,Sportive de Djerba,Tunisia,1238,43,1238,-
1107,Sportivo Ameliano,Paraguay,1335,152,1350,-
928,Sportivo Luqueño,Paraguay,1354,48,1350,+
1231,Sportivo San Lorenzo,Paraguay,1322,2,1322,-
1323,Sportivo Trinidense,Paraguay,1311,7,1311,-
2046,Sportul Studentesc,Romania,1253,10,1253,-
1951,Sreenidi Deccan,India,1260,146,1250,+
2052,Sriracha,Thailand,1253,7,1253,-
1608,Sriwijaya FC,Indonesia,1287,17,1287,-
10,SSC Napoli,Italy,1872,5,1832,+
573,St Patrick's,Ireland,1418,18,1422,-
1825,St. George,Ethiopia,1268,9,1268,-
1290,St. Johnstone,Scotland,1316,466,1368,-
1336,St. Mirren,Scotland,1310,120,1323,-
568,St. Pauli,Germany,1420,2,1420,-
1357,Stabæk,Norway,1308,503,1365,-
1683,Stade d'Abidjan,Ivory Coast,1281,2,1281,-
1164,Stade Gabésien,Tunisia,1328,6,1328,-
311,Stade Malien Bamako,Mali,1490,7,1490,-
2543,Stade Malien Sikasso,Mali,1216,17,1216,-
729,Stade Renard de Melong,Cameroon,1388,132,1363,+
1171,Stade Tunisien,Tunisia,1328,51,1333,-
1129,Stal Kamianske,Ukraine,1331,4,1331,-
2267,Standard,Azerbaijan,1241,38,1241,-
778,Standard Liège,Belgium,1377,479,1496,-
2396,Start,Norway,1230,31,1230,-
204,Steaua Bucureşti,Romania,1542,19,1549,-
1686,Steel Azin,Iran,1281,2,1281,-
1267,Stella Club,Ivory Coast,1319,151,1333,-
1159,Stellenbosch FC,South Africa,1329,202,1307,+
2162,Stjarnan,Iceland,1247,40,1247,-
243,Stoke City,England,1526,7,1526,-
1037,Strømsgodset,Norway,1342,39,1339,+
334,Sturm Graz,Austria,1481,199,1428,+
1466,Suchitepéquez,Guatemala,1299,22,1299,-
1106,Sud América,Uruguay,1335,313,1371,-
2240,Sudeva Delhi FC,India,1242,149,1250,-
372,Suduva Marijampole,Lithuania,1468,47,1488,-
1846,Sukhothai FC,Thailand,1268,15,1268,-
1540,Sumqayıt,Azerbaijan,1292,250,1316,-
512,Sunderland,England,1432,8,1432,-
2118,Sunkar,Kazakhstan,1249,41,1249,-
913,Sunshine Stars,Nigeria,1357,190,1335,+
711,Supersport United,South Africa,1391,83,1404,-
1618,Suphanburi FC,Thailand,1286,83,1295,-
2479,Surkhon-2011,Uzbekistan,1223,79,1233,-
448,Sutjeska,Montenegro,1447,76,1429,+
2117,Suva,Fiji,1249,41,1249,-
628,Suwon Bluewings,South Korea,1406,206,1454,-
848,Suwon FC,South Korea,1367,561,1302,+
1243,SV Ried,Austria,1321,155,1303,+
1615,SV Roeselare,Belgium,1286,17,1286,-
2598,Svetkavitsa,Bulgaria,1208,17,1208,-
264,Swansea City,England,1515,7,1515,-
498,Sydney FC,Australia,1434,58,1449,-
498,Sydney FC,Australia,1434,58,1449,-
2406,Syrianska,Sweden,1229,27,1229,-
2221,Szolnoki MÁV,Hungary,1243,38,1243,-
1396,Szombathelyi Haladás,Hungary,1303,1,1303,-
2503,T&TEC,Trinidad and Tobago,1220,22,1220,-
1294,Tacuarembó,Uruguay,1316,4,1316,-
1140,Tacuary,Paraguay,1330,9,1329,+
2286,Tafea FC,Vanuatu,1239,43,1239,-
2756,Talinna Kalev,Estonia,1136,3,1148,-
118,Talleres de Cordoba,Argentina,1599,93,1536,+
1789,Tallinna JK Legion,Estonia,1271,144,1260,+
2143,Tamme Auto,Estonia,1248,42,1248,-
1815,Tammeka,Estonia,1269,262,1293,-
1325,Tampere United,Finland,1311,8,1311,-
2551,Tampines Rovers FC,Singapore,1215,455,1250,-
2509,Tanta,Egypt,1220,22,1220,-
1551,Taraba,Nigeria,1291,26,1291,-
1600,Taraz,Kazakhstan,1287,162,1300,-
1728,Târgu Mureş,Romania,1277,2,1277,-
2402,Tasman United,New Zealand,1230,27,1230,-
2696,Tatran Prešov,Slovakia,1183,9,1183,-
824,Tauro FC,Panama,1369,86,1357,+
1967,Tavriia,Ukraine,1259,16,1259,-
297,Team Wellington,New Zealand,1498,2,1498,-
725,Técnico Universitario,Ecuador,1388,10,1383,+
1901,Tefana,Tahiti,1263,12,1263,-
1341,Telephonaat Beni Suef,Egypt,1309,8,1309,-
1939,Tema Youth,Ghana,1260,14,1260,-
659,Temperley,Argentina,1399,4,1399,-
2212,Tempête,Haiti,1243,39,1243,-
2099,Tenax CS FC,Zimbabwe,1250,0,1250,-
384,Tenerife,Spain,1465,3,1465,-
1200,Teplice,Czech Republic,1325,41,1328,-
2035,Termalica Nieciecza,Poland,1254,188,1266,-
2020,Teungueth FC,Senegal,1255,5,1255,-
2410,Thai Honda,Thailand,1229,25,1229,-
2658,That Ras Club,Jordan,1194,13,1194,-
77,The New Saints,Wales,1647,6,1636,+
192,The Strongest,Bolivia,1547,35,1530,+
854,Thun,Switzerland,1366,6,1366,-
2096,Tianjin Jinmen Tiger F.C.,China PR,1250,189,1262,-
1195,Tianjin Tianhai,China PR,1326,10,1326,-
2203,Tiare Tahiti,Syria,1244,41,1244,-
2273,Tiburones Rojos de Veracruz,Mexico,1240,38,1240,-
430,Tigre,Argentina,1452,4,1452,-
1079,Tigres FC,Colombia,1338,2,1338,-
81,Tigres UANL,Mexico,1645,4,1635,+
1001,Tiko United,Cameroon,1346,5,1346,-
286,Timişoara,Romania,1502,5,1502,-
432,Tiraspol,Moldova,1452,5,1452,-
1867,Tivoli Gardens,Jamaica,1266,10,1266,-
2747,Tobago United,Trinidad and Tobago,1153,1,1153,-
355,Tobol Kostanay,Kazakhstan,1473,113,1442,+
2171,Togo-Port,Uganda,1246,45,1246,-
2206,Tokushima Vortis,Japan,1244,70,1242,+
147,Tolima,Colombia,1574,49,1541,+
399,Toluca FC,Mexico,1460,3,1459,+
2058,Tom' Tomsk,Russia,1252,3,1252,-
951,Tondela,Portugal,1353,302,1400,-
2253,Tonnerre Kalara Club,Cameroon,1241,50,1247,-
666,Topolski Sportski Club,Serbia,1398,33,1390,+
130,Torino,Italy,1589,18,1571,+
2734,Tornados de Humacao,Puerto Rico,1166,2,1166,-
1245,Toronto FC,Canada,1321,637,1408,-
1602,Torpedo Kutaisi,Georgia,1287,70,1295,-
665,Torpedo Zhodino,Belarus,1398,212,1446,-
2607,TOT,Thailand,1206,16,1206,-
1362,Total Chalaco,Peru,1307,4,1307,-
23,Tottenham Hotspur,England,1785,6,1745,+
1390,Toulouse,France,1304,1,1304,-
2116,Township Rollers,Botswana,1249,41,1249,-
137,TP Mazembe,Congo DR,1584,17,1567,+
99,Trabzonspor,Turkey,1620,87,1549,+
702,Tractor Sazi,Iran,1393,247,1445,-
2429,Trat FC,Thailand,1227,26,1227,-
2080,TRAU F.C.,India,1251,212,1265,-
2560,Travnik,Bosnia and Herzegovina,1214,20,1214,-
2386,Trelleborgs FF,Sweden,1231,32,1231,-
1085,Trenčín,Slovakia,1337,121,1324,+
1227,Triangle FC,Zimbabwe,1323,86,1314,+
2343,Tripoli AC,Lebanon,1234,149,1223,+
2411,Tripple B,Zimbabwe,1229,25,1229,-
1340,Tromsø IL,Norway,1309,66,1302,+
423,Troyes,France,1455,377,1371,+
2589,Trujillanos FC,Venezuela,1209,849,1276,-
1826,TS Galaxy,South Africa,1268,415,1302,-
2520,Tshinkunku,Congo DR,1218,19,1223,-
2068,Tsholotsho,Zimbabwe,1252,1,1252,-
1083,TSV Hartberg,Austria,1337,105,1350,-
2364,TTM Chiangmai,Thailand,1233,34,1233,-
2430,Tucanes FC,Venezuela,1227,26,1227,-
957,Tukoko University,Papua New Guinea,1352,15,1352,-
2545,Tulevik Viljandi,Estonia,1216,67,1208,+
2671,Tupapa Maraerenga,Cook Islands,1190,13,1190,-
2591,Turan Tovuz,Azerbaijan,1209,17,1209,-
1672,Turku PS,Finland,1282,3,1282,-
1426,Turnu Severin,Romania,1301,3,1301,-
549,U.S. Salernitana 1919,Italy,1423,261,1500,-
2201,Ubon UMT FC,Thailand,1244,41,1244,-
110,Udinese,Italy,1607,16,1589,+
2617,UES,El Salvador,1203,13,1203,-
890,Újpest,Hungary,1360,27,1363,-
95,Ulsan Hyundai,South Korea,1624,40,1584,+
1604,Umm-Salal,Qatar,1287,56,1284,+
656,UMS de Loum,Cameroon,1399,47,1408,-
2338,UNAN Managua,Nicaragua,1234,418,1261,-
2192,Underhill,Zimbabwe,1245,44,1245,-
976,Uniao da Madeira,Portugal,1350,2,1350,-
1598,União de Leiria,Portugal,1288,21,1288,-
2138,Uniao Sport Clube do Uige,Angola,1248,42,1248,-
1182,Uniautónoma FC,Colombia,1327,4,1327,-
1052,Unión Comercio,Peru,1341,7,1341,-
2129,Union Deportivo Universitario,Panama,1248,383,1275,-
1757,Union Douala,Cameroon,1274,99,1284,-
554,Unión Española,Chile,1422,93,1400,+
674,Unión La Calera,Chile,1397,251,1454,-
1092,Unión San Felipe,Chile,1336,5,1336,-
269,Unión Santa Fe,Argentina,1512,34,1495,+
750,Union Sportive de Douala,Cameroon,1384,19,1384,-
230,Union St.Gilloise,Belgium,1531,1023,1319,+
1968,Unirea Alba Iulia,Romania,1259,16,1259,-
1300,Unirea Urziceni,Romania,1314,9,1314,-
847,Unisport FC Du Haut-Nkam,Cameroon,1367,10,1367,-
2146,United City F.C.,Peru,1248,50,1250,-
1578,United Petrotrin,Trinidad and Tobago,1289,25,1289,-
2443,United Sikkim F.C,India,1225,20,1225,-
1381,United Sports Club,India,1304,2,1304,-
213,Universidad Católica,Chile,1539,87,1496,+
227,Universidad Católica,Ecuador,1533,60,1500,+
1937,Universidad Central de Venezuela FC,Venezuela,1261,293,1245,+
392,Universidad César Vallejo,Peru,1462,27,1471,-
768,Universidad Concepción,Chile,1380,14,1380,-
635,Universidad de Chile,Chile,1405,227,1457,-
1274,Universidad de San Carlos,Guatemala,1318,4,1318,-
1949,Universidad San Martín de Porres,Peru,1260,1215,1383,-
1545,Universitario,Bolivia,1292,158,1279,+
2562,Universitario de Cobija,Bolivia,1214,19,1214,-
374,Universitario de Deportes,Peru,1468,136,1431,+
